date_time,temp
2015-03-16T23:00:00Z,18
2015-03-17T15:00:00Z,18
2015-03-17T16:00:00Z,18.011111111111113
2015-03-17T16:05:00Z,18.022222222222222
2015-03-17T16:10:00Z,18.033333333333335
2015-03-17T16:15:00Z,18.044444444444444
2015-03-17T16:20:00Z,18.055555555555557
2015-03-17T16:25:00Z,18.066666666666666
2015-03-17T16:30:00Z,18.07777777777778
2015-03-17T16:35:00Z,18.08888888888889
2015-03-17T16:40:00Z,18.1
2015-03-17T16:45:00Z,18.11111111111111
2015-03-17T16:50:00Z,18.122222222222224
2015-03-17T16:55:00Z,18.133333333333333
2015-03-17T17:00:00Z,18.144444444444446
2015-03-17T17:05:00Z,18.155555555555555
2015-03-17T17:10:00Z,18.166666666666668
2015-03-17T17:15:00Z,18.177777777777777
2015-03-17T17:20:00Z,18.18888888888889
2015-03-17T17:25:00Z,18.2
2015-03-17T17:30:00Z,18.211111111111112
2015-03-17T17:35:00Z,18.22222222222222
2015-03-17T17:40:00Z,18.233333333333334
2015-03-17T17:45:00Z,18.244444444444444
2015-03-17T17:50:00Z,18.255555555555556
2015-03-17T17:55:00Z,18.266666666666666
2015-03-17T18:00:00Z,18.27777777777778
2015-03-17T18:05:00Z,18.288888888888888
2015-03-17T18:10:00Z,18.3
2015-03-17T18:15:00Z,18.31111111111111
2015-03-17T18:20:00Z,18.322222222222223
2015-03-17T18:25:00Z,18.333333333333332
2015-03-17T18:30:00Z,18.344444444444445
2015-03-17T18:35:00Z,18.355555555555554
2015-03-17T18:40:00Z,18.366666666666667
2015-03-17T18:45:00Z,18.377777777777776
2015-03-17T18:50:00Z,18.38888888888889
2015-03-17T18:55:00Z,18.4
2015-03-17T19:00:00Z,18.41111111111111
2015-03-17T19:05:00Z,18.42222222222222
2015-03-17T19:10:00Z,18.433333333333334
2015-03-17T19:15:00Z,18.444444444444443
2015-03-17T19:20:00Z,18.455555555555556
2015-03-17T19:25:00Z,18.466666666666665
2015-03-17T19:30:00Z,18.477777777777778
2015-03-17T19:35:00Z,18.488888888888887
2015-03-17T19:40:00Z,18.5
2015-03-17T19:45:00Z,18.511111111111113
2015-03-17T19:50:00Z,18.522222222222222
2015-03-17T19:55:00Z,18.533333333333335
2015-03-17T20:00:00Z,18.544444444444444
2015-03-17T20:05:00Z,18.555555555555557
2015-03-17T20:10:00Z,18.566666666666666
2015-03-17T20:15:00Z,18.57777777777778
2015-03-17T20:20:00Z,18.58888888888889
2015-03-17T20:25:00Z,18.6
2015-03-17T20:30:00Z,18.61111111111111
2015-03-17T20:35:00Z,18.622222222222224
2015-03-17T20:40:00Z,18.633333333333333
2015-03-17T20:45:00Z,18.644444444444446
2015-03-17T20:50:00Z,18.655555555555555
2015-03-17T20:55:00Z,18.666666666666668
2015-03-17T21:00:00Z,18.677777777777777
2015-03-17T21:05:00Z,18.68888888888889
2015-03-17T21:10:00Z,18.7
2015-03-17T21:15:00Z,18.711111111111112
2015-03-17T21:20:00Z,18.72222222222222
2015-03-17T21:25:00Z,18.733333333333334
2015-03-17T21:30:00Z,18.744444444444444
2015-03-17T21:35:00Z,18.755555555555556
2015-03-17T21:40:00Z,18.766666666666666
2015-03-17T21:45:00Z,18.77777777777778
2015-03-17T21:50:00Z,18.788888888888888
2015-03-17T21:55:00Z,18.8
2015-03-17T22:00:00Z,18.81111111111111
2015-03-17T22:05:00Z,18.822222222222223
2015-03-17T22:10:00Z,18.833333333333332
2015-03-17T22:15:00Z,18.844444444444445
2015-03-17T22:20:00Z,18.855555555555554
2015-03-17T22:25:00Z,18.866666666666667
2015-03-17T22:30:00Z,18.877777777777776
2015-03-17T22:35:00Z,18.88888888888889
2015-03-17T22:40:00Z,18.9
2015-03-17T22:45:00Z,18.91111111111111
2015-03-17T22:50:00Z,18.92222222222222
2015-03-17T22:55:00Z,18.933333333333334
2015-03-17T23:00:00Z,18.944444444444443
2015-03-17T23:05:00Z,18.955555555555556
2015-03-17T23:10:00Z,18.966666666666665
2015-03-17T23:15:00Z,18.977777777777778
2015-03-17T23:20:00Z,18.988888888888887
2015-03-17T23:25:00Z,19
2015-03-17T23:30:00Z,19.011111111111113
2015-03-17T23:35:00Z,19.022222222222222
2015-03-17T23:40:00Z,19.033333333333335
2015-03-17T23:45:00Z,19.044444444444444
2015-03-17T23:50:00Z,19.055555555555557
2015-03-17T23:55:00Z,19.066666666666666
2015-03-18T00:00:00Z,19.07777777777778
2015-03-18T00:05:00Z,19.08888888888889
2015-03-18T00:10:00Z,19.1
2015-03-18T00:15:00Z,19.11111111111111
2015-03-18T00:20:00Z,19.122222222222224
2015-03-18T00:25:00Z,19.133333333333333
2015-03-18T00:30:00Z,19.144444444444446
2015-03-18T00:35:00Z,19.155555555555555
2015-03-18T00:40:00Z,19.166666666666668
2015-03-18T00:45:00Z,19.177777777777777
2015-03-18T00:50:00Z,19.18888888888889
2015-03-18T00:55:00Z,19.2
2015-03-18T01:00:00Z,19.211111111111112
2015-03-18T01:05:00Z,19.22222222222222
2015-03-18T01:10:00Z,19.233333333333334
2015-03-18T01:15:00Z,19.244444444444444
2015-03-18T01:20:00Z,19.255555555555556
2015-03-18T01:25:00Z,19.266666666666666
2015-03-18T01:30:00Z,19.27777777777778
2015-03-18T01:35:00Z,19.288888888888888
2015-03-18T01:40:00Z,19.3
2015-03-18T01:45:00Z,19.31111111111111
2015-03-18T01:50:00Z,19.322222222222223
2015-03-18T01:55:00Z,19.333333333333332
2015-03-18T02:00:00Z,19.344444444444445
2015-03-18T02:05:00Z,19.355555555555554
2015-03-18T02:10:00Z,19.366666666666667
2015-03-18T02:15:00Z,19.377777777777776
2015-03-18T02:20:00Z,19.38888888888889
2015-03-18T02:25:00Z,19.4
2015-03-18T02:30:00Z,19.41111111111111
2015-03-18T02:35:00Z,19.42222222222222
2015-03-18T02:40:00Z,19.433333333333334
2015-03-18T02:45:00Z,19.444444444444443
2015-03-18T02:50:00Z,19.455555555555556
2015-03-18T02:55:00Z,19.46666666666667
2015-03-18T03:00:00Z,19.477777777777778
2015-03-18T03:05:00Z,19.488888888888887
2015-03-18T03:10:00Z,19.5
